layer,ztz,ftf,norm_z,norm_f,norm_z_hat,l_recon,text
17,60026.81,36808.953,245.0037,191.8566,233.8014,6636.9727,"d award-winning services make LR the perfect place for family occasions, wedding"
18,69898.89,38222.824,264.38397,195.50658,248.24106,6599.3164,"d award-winning services make LR the perfect place for family occasions, wedding"
19,87411.6,50588.32,295.65454,224.91847,276.2817,8162.2495,"d award-winning services make LR the perfect place for family occasions, wedding"
20,128154.05,69685.52,357.98608,263.98016,338.70874,10594.86,"d award-winning services make LR the perfect place for family occasions, wedding"
21,148100.14,85438.65,384.8378,292.2989,362.37064,14920.279,"d award-winning services make LR the perfect place for family occasions, wedding"
22,191481.16,111849.84,437.5856,334.4396,418.76205,20182.654,"d award-winning services make LR the perfect place for family occasions, wedding"
23,251808.25,139384.48,501.805,373.34232,476.0822,28341.4,"d award-winning services make LR the perfect place for family occasions, wedding"
24,312850.7,173143.12,559.33057,416.1047,528.56134,37088.48,"d award-winning services make LR the perfect place for family occasions, wedding"
25,390580.97,217650.33,624.9648,466.5301,580.1131,52088.668,"d award-winning services make LR the perfect place for family occasions, wedding"
1,2672.5552,2737.653,51.696762,52.322586,51.368336,23.599583,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
2,3925.0195,3928.3428,62.649975,62.676495,62.31358,102.19072,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
3,2989.0183,2999.9146,54.671917,54.771477,52.38639,267.2069,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
4,5854.586,4123.7837,76.51527,64.21669,71.2625,809.0697,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
5,7630.127,5025.8706,87.3506,70.89337,82.26723,824.70044,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
6,8600.407,5611.284,92.73838,74.90851,88.84494,978.63855,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
7,7502.5107,6087.207,86.617035,78.02055,79.61034,1006.41174,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
8,9198.063,6606.1914,95.90653,81.27848,89.74781,1256.2253,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
9,10543.0,7544.7974,102.679115,86.860794,98.17561,1375.3677,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
10,10231.582,9576.057,101.15128,97.85733,94.46267,1518.3604,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
11,10296.263,11483.745,101.470505,107.16224,94.35946,1612.3918,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
12,11395.682,12898.02,106.75056,113.56945,95.311195,1997.4633,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
13,11784.93,13789.449,108.55842,117.42848,101.16172,1729.279,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
14,15127.09,18224.246,122.99223,134.99721,116.96039,2146.067,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
15,18231.771,19003.658,135.02507,137.85376,126.52754,2598.419,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
16,23243.025,25938.186,152.45663,161.05336,140.25897,3577.283,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
17,36250.85,41396.33,190.39656,203.46088,174.16286,6885.9814,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
18,48508.168,47172.844,220.2457,217.1931,197.03845,10160.383,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
19,58894.723,57276.04,242.68234,239.32413,203.37022,16421.492,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
20,74017.6,60175.78,272.06177,245.30753,229.58696,20926.242,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
21,96903.734,80499.12,311.29364,283.72366,255.58636,31864.648,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
22,137580.98,105301.89,370.9191,324.50253,295.91547,49599.336,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
23,168434.53,129971.64,410.40778,360.5158,319.91092,63913.836,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
24,204299.23,173319.81,451.99472,416.31696,351.6775,80056.89,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
25,328303.88,303859.12,572.9781,551.2342,479.9612,95557.75,ge-trump-has-deep-ties-to-russia?utm_term=.jdyKR56pj#.skw2lK8Nd<br><br>https://assets.
1,6031.423,4358.687,77.66224,66.020355,77.32152,51.836353,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
2,7157.5327,5802.677,84.6022,76.1753,84.00291,181.15967,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
3,4991.1367,3575.6746,70.64798,59.796944,68.58806,212.63185,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
4,8253.037,5181.087,90.84623,71.97977,89.38675,414.01712,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
5,5733.715,4106.01,75.7213,64.078156,72.132645,383.67422,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
6,6317.4116,4366.2886,79.48215,66.077896,75.81805,568.3275,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
7,5590.509,4395.0244,74.76971,66.29498,71.17555,501.4994,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
8,7954.327,5188.7363,89.187035,72.03288,85.65632,642.022,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
9,9840.143,6354.5684,99.197495,79.715546,95.44211,723.1638,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
10,15880.3125,8807.519,126.01711,93.84838,120.468895,1395.5405,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
11,15347.217,8740.449,123.88388,93.49037,114.29134,1724.9587,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
12,16429.71,10575.824,128.17844,102.83883,117.819756,2179.077,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
13,17361.062,11659.467,131.76138,107.97901,121.658356,2100.8616,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
14,25801.42,15721.195,160.6282,125.38419,149.37631,2975.4739,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
15,30193.93,18012.766,173.764,134.21164,160.26427,3471.148,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
16,36845.54,22548.219,191.95192,150.16064,180.97401,3580.7297,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
17,54457.13,31650.34,233.36052,177.90543,218.83105,6570.9434,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
18,62466.645,33699.21,249.93327,183.57346,232.2062,6576.71,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
19,84005.73,43049.383,289.8374,207.48346,261.50238,11345.465,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
20,91133.41,49208.92,301.8831,221.83084,273.53622,13354.541,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
21,104792.164,65384.848,323.7162,255.7046,290.899,16980.262,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
22,139578.9,85404.64,373.6026,292.24072,341.89725,22447.977,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
23,205028.19,114386.03,452.80038,338.21005,413.82626,29906.992,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
24,257446.88,153527.47,507.39224,391.8258,466.65405,38760.87,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
25,334302.38,295122.28,578.1889,543.2516,527.4116,53878.508,"one with hard-earned knowledge on this subject, said at this ceremony in 1947: “"
1,8181.355,12201.4795,90.45084,110.460304,89.36526,277.4721,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
2,9935.349,6988.0776,99.676216,83.59472,97.22568,517.31384,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
3,10497.894,6378.7656,102.45923,79.86717,100.67526,512.2345,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
4,8607.49,5090.4985,92.77656,71.34773,89.71425,533.7661,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
5,8597.136,5070.3516,92.72074,71.2064,90.48888,497.99094,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
6,9618.617,5313.7827,98.07455,72.8957,95.137,714.8379,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
7,9635.631,5667.6377,98.16125,75.283714,95.8644,756.6825,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
8,11930.101,6141.5605,109.225,78.36811,103.56191,1068.8047,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
9,13288.535,7336.9414,115.27591,85.655945,108.3834,1232.9055,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
10,15929.801,8192.998,126.21332,90.51518,117.48222,1728.8982,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
11,16560.023,9295.518,128.68576,96.41326,118.78847,2070.6702,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
12,20611.617,10860.023,143.56746,104.21143,135.09404,2508.4805,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
13,23358.018,12364.561,152.8333,111.196045,145.91669,2588.955,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
14,34304.094,17141.951,185.21364,130.92728,170.07301,3790.6938,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
15,37907.598,19544.547,194.69873,139.80182,184.04684,3946.6252,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
16,51788.94,26556.617,227.57184,162.962,215.93437,4392.894,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
17,66645.97,36174.93,258.1588,190.19708,245.73227,6896.0547,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
18,78617.72,42787.914,280.38852,206.8524,266.5437,6875.961,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
19,101126.19,58121.125,318.00345,241.08324,307.795,8929.5625,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
20,136882.08,75576.66,369.97577,274.91208,357.02448,13079.432,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
21,185465.88,105862.945,430.6575,325.36588,414.8452,17505.988,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
22,260028.22,151196.47,509.92963,388.8399,486.57452,24640.629,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
23,305266.12,183752.89,552.5089,428.66406,520.56165,38670.414,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
24,376374.2,213272.28,613.4934,461.81412,576.7336,48864.906,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
25,444459.56,257487.97,666.678,507.4327,608.1858,64356.586,"biza, Africa, and head back in India for a mini-tour in July.<br><br>I’ve been working"
1,2818.2556,3055.3315,53.087246,55.275055,53.103577,29.418915,"cked British soldier Lee Rigby in the London neighborhood of Woolwich. Rigby, 22"
2,3946.8306,3732.7178,62.823807,61.09597,61.482895,152.57222,"cked British soldier Lee Rigby in the London neighborhood of Woolwich. Rigby, 22"
3,5231.98,4356.0137,72.33243,66.00011,71.42464,179.1908,"cked British soldier Lee Rigby in the London neighborhood of Woolwich. Rigby, 22"
4,5261.075,4152.085,72.53327,64.436676,70.057465,376.05945,"cked British soldier Lee Rigby in the London neighborhood of Woolwich. Rigby, 22"
5,5659.0166,4050.6333,75.22643,63.644585,72.938545,360.27472,"cked British soldier Lee Rigby in the London neighborhood of Woolwich. Rigby, 22"
6,8363.004,7046.0244,91.44946,83.9406,87.42856,603.36914,"cked British soldier Lee Rigby in the London neighborhood of Woolwich. Rigby, 22"
7,9877.486,7572.912,99.385544,87.022484,95.639626,661.39496,"cked British soldier Lee Rigby in the London neighborhood of Woolwich. Rigby, 22"
8,13185.328,7734.9873,114.827385,87.94878,109.59091,1401.5739,"cked British soldier Lee Rigby in the London neighborhood of Woolwich. Rigby, 22"
9,13504.012,8210.1455,116.206764,90.609856,109.959564,1556.664,"cked British soldier Lee Rigby in the London neighborhood of Woolwich. Rigby, 22"
